company_name,cin,other_name,other_cin
SAKTHI MURUGAN ROLLER FLOUR MILLS PRIVATE LIMITED,U15311TZ1987PTC002031,SAKTHI MURUGAN ROLLER FLOUR MILLS LIMITED;SAKTHI MURUGAN ROLLER FLOUR MILLSPRIVATE LIMITED,U15311TZ1987PLC002031
SAKTHI STEEL INDUSTRIES INDIA PRIVATE LIMITED,U27106TN2014PTC097573,SAKTHI STEEL INDUSTRIES INDIA PRIVATELIMITED,
SAKUMA INFRASTRUCTURE AND REALTY PRIVATE LIMITED,U45400MH1995PTC086489,SAKUMA FINANCIAL SERVICES (INDIA) PRIVATE LIMITED;Sakuma Infrastructure and Realty Private Limited;SAKUMA INTERNATIONAL MARKETING PRIVATE LIMITED,
SAL TECHNOLOGIES & SOLUTIONS LIMITED,U30005MH2004PLC146621,SAL TECHNOLOGIES  SOLUTIONS LIMITED;SAL TECHNOLOGIES AND SOLUTIONS PRIVATE LIMITED,
DHAM CONSULTANTS PRIVATE LIMITED,U74140CT1982PTC002068,SALARPURIA CONSULTANTS PVT LTD,U74140WB1982PTC034610
SALASAR IRON AND STEEL PRIVATE LIMITED,U21012TG2006PTC050859,SALASAAR IRON AND STEELS PRIVATE LIMITED;SRI SALASAAR KRAFT PAPER MILLS PRIVATE LIMITED,U21012AP2006PTC050859
SALASAR ALLOY AND STEEL INDUSTRIES PRIVATE LIMITED,U27100MH2004PTC148222,SALASAR ALLOY AND STEEL INDUSTRIESPRIVATE LIMITED,
SALASAR TECHNO ENGINEERING LIMITED,L23201DL2001PLC174076,SALASAR PETROCHEMICALS PRIVATE LIMITED;SALASAR TECHNO ENGINEERING PRIVATE LIMITED;SALASAR TECHNO ENGINEERING PRIVATELIMITED,L23201UP2001PLC209751;U23201DL2001PLC174076;U23201DL2001PTC174076
SALASAR TECHNO ENGINEERING LIMITED,L23201DL2001PLC174076,SALASAR PETROCHEMICALS PRIVATE LIMITED;SALASAR TECHNO ENGINEERING PRIVATE LIMITED;SALASAR TECHNO ENGINEERING PRIVATELIMITED,U23201DL2001PLC174076;U23201DL2001PTC174076
SALASAR SERVICES (INSURANCE BROKERS) PRIVATE LIMITED,U55101WB1990PTC049637,SALASAR SERVICES (INSURANCE AGENTS) PRIVATE LIMITED;SALASAR SERVICES (INSURANCE BROKERS) PRIVATE LIMTED;SALASAR SERVICES (INSURANCE BROKERS)PRIVATE LIMITED;SALASAR SERVICES INSURANCE BROKERS PRIVATE LIMITED,
SRI SALASAR BALAJI AGRO TECH PRIVATE LIMITED,U15143TG2003PTC041519,SALASARBALAJI BUSINESS COMPANY PRIVATE LIMITED;SRI SALASAR BALAJI AGRO TECH PRIVATELIMITED,U15143AP2003PTC041519
SALCOMP MANUFACTURING INDIA PRIVATE LIMITED,U30007TN2006PTC059330,SALCOMP MANUFACTURING INDIA PRIVATELIMITED,
SALDHAR INVESTMENTS AND TRADING COMPANY PRIVATE LIMITED,U67120MH1979PTC021881,SALDHAR INVESTMENTS AND TRADING COMPANYPRIVATE LIMITED,
ZIFF DAVIS PERFORMANCE MARKETING PRIVATE LIMITED,U00892PN2006PTC128342,SALEBUILD IT ENABLED SERVICES PRIVATE LIMITED;SALEBUILD IT ENABLED SERVICES PRIVATELIMITED;ZIFF DAVIS PERFORMANCE MARKETING PRIVATELIMITED,
SYSARC INFOMATIX PRIVATE LIMITED,U72400TN1997PTC038865,SALEM ASSOCIATES INDIA PRIVATE LIMITED,
SALEM ERODE INVESTMENTS LIMITED,L31200TN1931PLC145816,SALEM ERODE TEA AND INVESTMENT CO LTD,L31200WB1931PLC007116
SALEM STAINLESS STEEL SUPPLIERS PRIVATE LIMITED,U51909TN2009PTC071911,SALEM STAINLESS STEEL SUPPLIERS PRIVATELIMITED,
SALES CORNER (BARODA) PRIVATE LIMITED,U51505GJ2004PTC044054,SALES CORNER BARODA PRIVATE LIMITED,
ABOVE SOLUTIONS INDIA PRIVATE LIMITED,U52520KA2008PTC048738,SALESXPO INDIA PRIVATE LIMITED,
SALGAOCAR MINING INDUSTRIES PRIVATE LIMITED,U13209GA1967PTC000072,SALGAOCAR MINING INDUSTRIES PRIVATELIMITED,
SALICYLATES & CHEMICALS PRIVATE LIMITED,U24110TG1978PTC002255,SALICYLATE AND CHEMICALS PVT LTD;SALICYLATES  CHEMICALS PRIVATE LIMITED,U24110AP1978PTC002255
FIS SOLUTIONS (INDIA) PRIVATE LIMITED,U72200DL1993PTC330116,SALLIE MAE SOLUTIONS (INDIA) PRIVATE LIMITED;SUNGARD SOLUTIONS (INDIA) PRIVATE LIMITED;SUNGARD SOLUTIONS (INDIA) PRIVATELIMITED;SUNGARD SOLUTIONS INDIA PRIVATE LIMITED,U72200KA1993PTC014494;U72200PN1993PTC151736
SOLVEDA SOFTWARE INDIA PRIVATE LIMITED,U72200HR2006PTC049572,SALMON SOFTWARE INDIA PRIVATE LIMITED;Solveda Software India Private Limited,
SALT EXPERIENCES AND MANAGEMENT PRIVATE LIMITED,U92190DL2012PTC243901,SALT EXPERIENCES AND MANAGEMENT PRIVATELIMITED,
SEL MANUFACTURING COMPANY LIMITED,L51909PB2000PLC023679,SALUJA EXIM LIMITED,
H-ENERGY PRIVATE LIMITED,U40300MH2007PTC175626,SALUS DEVELOPERS PRIVATE LIMITED,
SALVI CHEMICAL INDUSTRIES LIMITED,U24230MH2005PLC156633,SALVI CHEMICALS INDUSTRIES LIMITED,
SALVO INDUSTRIES PRIVATE LIMITED,U24292AP1985PTC005255,SALVO EXPLOSIVES AND CHEMICALS PVT LTD,U42101AP1985PTC005255
SALVO INDUSTRIES PRIVATE LIMITED,U24292AP1985PTC005255,SALVO EXPLOSIVES AND CHEMICALS PVT LTD,
SALWAN LEASING AND FINANCE PRIVATE LIMITED,U74899DL1995PTC069059,SALWAN LEASING AND FINANCE PRIVATELIMITED,
SAM FINE O CHEM LIMITED,U24111GJ2005PLC065631,SAM FINECHEM LIMITED,
SAMAGAMA HOLDINGS AND COMMERCIAL PRIVATE LIMITED,U74900TN2016PTC103793,Samagama Holdings and Commercial Private Limited;SAMAGAMA HOLDINGS AND COMMERCIAL PRIVATELIMITED,
SAMAGRA DEVELOPMENT ASSOCIATES PRIVATE LIMITED,U74140DL2012PTC246636,SAMAGRA DEVELOPMENT ASSOCIATES PRIVATELIMITED,
SAMAL AUTO (INDIA) PRIVATE LIMITED,U50300OR2006PTC009007,SAMAL AUTO INDIA PRIVATE LIMITED,
SAMALKOT POWER LIMITED,U40103MH2010PLC206084,Samalkot Power Limited,
SAMALPATTI POWER COMPANY PRIVATE LIMITED,U40109TN1995PTC033944,SAMALPATTI POWER COMPANY LIMITED,
SAPPHIRE FOODS INDIA LIMITED,L55204MH2009PLC197005,SAMARJIT ADVISORS PRIVATE LIMITED;Sapphire Foods India Private Limited,U55204MH2009PTC197005;U93090MH2009PTC197005
SAMARJITA MANAGEMENT CONSULTANCY PRIVATE LIMITED,U74140TG2020PTC145524,SAMARJITA MANAGEMENT CONSULTANCY PRIVATELIMITED,
PENANG ENTERPRISES PRIVATE LIMITED,U65990MH1997PTC105511,SAMARTH LIFE SCIENCES PRIVATE LIMITED;SOHINI HOLDINGS AND FINANCE PRIVATE LIMITED,U24233MH2014PTC253426
PENANG ENTERPRISES PRIVATE LIMITED,U65990MH1997PTC105511,SAMARTH LIFE SCIENCES PRIVATE LIMITED;SOHINI HOLDINGS AND FINANCE PRIVATE LIMITED,
SAMARTH LIFESTYLE RETAILING PRIVATE LIMITED,U24114RJ1995PTC009990,Samarth Lifestyle Retailing Private Limited;SAMARTH LIFESTYLE RETAILING PRIVATELIMITED;VENUS COATINGS PVT LTD,
SAMARTTHA GAYATRREE PROPCON PRIVATE LIMITED,U70102PN2010PTC137098,SAMARTTHA GAYATRREE PROne Person CompanyON PRIVATE LIMITED;SAMARTTHA GAYATRREE PROPCON PRIVATELIMITED,
SAMAVIST ENERGY SOLUTIONS PRIVATE LIMITED,U40102UP2013PTC059326,SAMAVIST ENERGY SOLUTIONS PRIVATELIMITED,
SAMAY (INDIA) PRIVATE LIMITED,U33301TN1997PTC039061,SAMAY INDIA PRIVATE LIMITED,
SAMBHAV INSTITUTIONS (INDIA) PRIVATE LIMITED,U80301KA2006PTC038419,SAMBHAV INSTITUTIONS (INDIA) PRIVATELIMITED;SAMBHAV INSTITUTIONS INDIA PRIVATE LIMITED,
SAMBHAVI ENERGY AND COAL BENEFICIATION PRIVATE LIMITED,U40102CT2008PTC020514,SAMBHAVI ENERGY AND COAL BENEFICIATION PRIVATE LIM ITED;SAMBHAVI ENERGY AND COAL BENEFICIATIONPRIVATE LIMITED,
SAMBHAVNATH INFRABUILD AND FARMS PRIVATE LIMITED,U45200MH2007PTC173517,Sambhavnath Infrabuild and Farms Private Limited;SAMBHAVNATH INFRABUILD AND FARMS PRIVATELIMITED,
SAMBHV STEEL TUBES PRIVATE LIMITED,U27320CT2017PTC007918,SAMBHV SPONGE POWER PRIVATE LIMITED,
SAMBODHI RESEARCH AND COMMUNICATIONS PRIVATE LIMITED,U74130DL2005PTC135900,SAMBODHI RESEARCH AND COMMUNICATIONSPRIVATE LIMITED,
SAME DEUTZ-FAHR INDIA PRIVATE LIMITED,U40105TN1996PTC043776,SAME ENGINES INDIA PRIVATE LIMITED,U40105TN1999PTC043776
SAMEEKSHA CAPITAL PRIVATE LIMITED,U67120GJ2015PTC082273,SAMEEKSHA PORTFOLIO ADVISERS PRIVATE LIMITED,
SEE LINKAGES PRIVATE LIMITED,U29199GJ2000PTC038784,SAMEER LINKAGES (EXPORTS) PRIVATE LIMITED;SEE Linkages Private Limited,
SAMEERA RAJENDRAN INVESTMENTS PRIVATE LIMITED,U65993TZ1992PTC003615,SAMEERA RAJENDRAN INVESTMENTS PRIVATELIMITED,
SAMHO GUNYOUNG CONSTRUCTION PRIVATE LIMITED.,U70101DL2006PTC148337,SAMHO GUNYOUNG CONSTRUCTION PRIVATELIMITED.,
SAMI-SABINSA GROUP LIMITED,U24249KA1991PLC011880,SAMI CHEMICALS AND EXTRACTS LIMITED.;SAMI LABS LIMITED,
EXCEL DEBT BROKING PRIVATE LIMITED,U93000MH2000PTC128492,SAMIR CAPITAL SERVICES PRIVATE LIMITED,U67120MH2000PTC128492
FLEXILIS PRIVATE LIMITED,U24111MH1989PTC050367,SAMIR SUPPLY PRIVATE LIMITED,
SAMKRG PISTONS AND RINGS LIMITED,L27310TG1985PLC005423,SAMKRG PISTONS LTD.,U27310AP1985PLC005423;U27310TG1985PLC005423
"SAMMY'S DREAMLAND CO., PRIVATE LIMITED",U85110KA1995PTC017657,SAMMY'S DREAMLAND PRIVATE LIMITED;SAMMYS DREAMLAND CO. PRIVATE LIMITED,
ASSOTECH REALTY PRIVATE LIMITED,U45201DL2002PTC118153,SAMPADA REALTY PRIVATE LIMITED,
KETCHUM SAMPARK PRIVATE LIMITED,U74140MH1996PTC102090,SAMPARK PUBLIC RELATIONS PRIVATE LIMITED,
SAMPIGEHUTTY ESTATE PRIVATE LIMITED,U01131KA2001PTC028893,Sampigehutty Estate Private Limited,
DHOOT INDUSTRIAL FINANCE LIMITED,L51900MH1978PLC020725,SAMPOORNA TRADERS PVT LTD,L64990MH1978PLC020725
DHOOT INDUSTRIAL FINANCE LIMITED,L51900MH1978PLC020725,SAMPOORNA TRADERS PVT LTD,
GOPAL SWEETS PRIVATE LIMITED,U15209CH1997PTC020665,SAMPURAN ESTATES PRIVATE LIMITED,
WELKIN TELECOM INFRA PRIVATE LIMITED,U51900WB2006PTC107908,SAMPURNA VANIJYA PRIVATE LIMITED,
SUPERMAX INTERNATIONAL PRIVATE LIMITED,U67120MH1977PTC019936,SAMRAT INTERNATIONAL PVT LTD,
SAMRIDDHI RECREATIONS PRIVATE LIMITED,U74999DL1996PTC075552,Samriddhi Recreations Private Limited;SMRITI IMPORT AND EXPORT PRIVATE LIMITED,
SAMRIDDHI METALS PRIVATE LIMITED,U74999WB2010PTC155684,SAMRIDHI ENTERTAINMENT PRIVATE LIMITED,
GREEN COTSYN PRIVATE LIMITED,U67190TZ2008PTC029872,SAMRIDHI STOCK MANAGEMENT PRIVATE LIMITED,U67190WB2008PTC124569
PROSPERITY AGRO INDIA LIMITED,U01400PN2010PLC135473,SAMRRUDDHA JIVAN AGRO INDIA LIMITED;SAMRUDDHA JEEVAN AGRO INDIA LIMITED;SAMRUDDHA JEEVAN AGRO INDIA PRIVATE LIMITED,
SAMRUDDHA RESOURCES LIMITED,U51900MH1997PLC112284,SAMRUDDHA OVERSEAS LIMITED;SAMRUDDHA TEXIFAB PRIVATE LIMITED,
SAMRUDDHI SOLUTIONS AND TRADING PRIVATE LIMITED,U52100MH1995PTC084920,SAMRUDDHI CREDIT CAPITAL PRIVATE LIMITED;SAMRUDDHI SOLUTIONS AND TRADING PRIVATELIMITED,U74140MH1995PTC084920
SAMRUDDHI NUTRIENTS INDIA PRIVATE LIMITED,U15400MH2009PTC198190,SAMRUDDHI NUTRIENTS INDIA PRIVATELIMITED,
SAMRUDDHI REALTY LIMITED,L07010KA2003PLC032934,SAMRUDDHI REALTY PRIVATE LIMITED,U07010KA2003PLC032934
SAMCO SECURITIES LIMITED,U67120MH2004PLC146183,SAMRUDDHI STOCK BROKERS LIMITED,U66220MH2004PLC146183
SAMCO SECURITIES LIMITED,U67120MH2004PLC146183,SAMRUDDHI STOCK BROKERS LIMITED,
SAMRUDHI SUGARS LIMITED,U15424MH2006PLC164023,SAMRUDHI SUGAR AND ETHANOL PRIVATE LIMITED;SAMRUDHI SUGARS PRIVATE LIMITED,
SAMSARA FUND ADVISORS PRIVATE LIMITED,U68100MH2006PTC162693,SAMSARA REAL ESTATE INDIA ADVISORS PRIVATE LIMITED,U74140MH2006PTC162693
SAMSONITE SOUTH ASIA PRIVATE LIMITED,U19120MH1995PTC094287,SAMSONITA INDIA PRIVATE LIMITED,
SHAMANUR SUGARS LIMITED,U85110KA1995PLC017794,SAMSONS SUGARS LIMITED,
SAMSUNG DATA SYSTEMS INDIA PRIVATE LIMITED,U63000DL2009FTC189031,SAMSUNG DATA SYSTEMS INDIA PRIVATELIMITED,U72200DL2009FTC189031
SAMSUNG ELECTRO MECHANICS SOFTWARE INDIA BANGALORE PRIVATE LIMITED,U72900KA2017FTC107964,SAMSUNG ELECTRO MECHANICS SOFTWARE INDIABANGALORE PRIVATE LIMITED,
SAMSUNG E&A INDIA PRIVATE LIMITED,U74991DL2006PTC148805,SAMSUNG ENGINEERING INDIA PRIVATE LIMITED;SAMSUNG ENGINEERING INDIA PRIVATELIMITED,
SAMSUNG HEAVY INDUSTRIES INDIA PRIVATE LIMITED,U32204UP2007FTC033463,Samsung Heavy Industries India Private Limited;SAMSUNG HEAVY INDUSTRIES INDIA PRIVATELIMITED,
SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED,U31900DL1995PTC071387,SAMSUNG INDIA ELECTRONICS PRIVATELIMITED,
SAMSUNG R&D INSTITUTE INDIA - BANGALORE PRIVATE LIMITED,U72200KA2004PTC035309,SAMSUNG INDIA SOFTWARE OPERATIONS PRIVATE LIMITED;SAMSUNG R&D INSTITUTE INDIA - BANGALORE PRIVATE LI MITED;SAMSUNG R&D INSTITUTE INDIA - BANGALOREPRIVATE LIMITED;Samsung RD Institute India - Bangalore Private Limited,
SAMSUNG SDS INDIA PRIVATE LIMITED,U72900DL2016PTC291698,Samsung SDS India Private Limited,
KARM MACHINE TOOLS PRIVATE LIMITED,U29199RJ1991PTC006275,SAMTA SIZERS PRIVATE LIMITED;VARADA CHEMICALS PRIVATE LIMITED,
SAMTEL TECHNOLOGIES LIMITED,U35303DL2010PLC211833,SAMTEL THALES AVIONICS LIMITED,
SAMUDERA SHIPPING LINE(INDIA) PRIVATE LIMITED,U63090MH2002PTC136495,SAMUDERA SHIPPING LINE(INDIA) PRIVATELIMITED;SAMUDERA SHIPPING LINEINDIA PRIVATE LIMITED,
SAMUDRA ELECTRONIC SYSTEM PRIVATE LIMITED,U32106PN1987PTC043028,SAMUDRA ELECTRONIC SYSTEM PRIVATELIMITED;SAMUDRA ELECTRONIC SYSTEMS PVT LTD,
SAMUDRA LOGISTICS & SHIPPING PRIVATE LIMITED,U63090MH2006PTC159397,SAMUDRA LOGISTICS  SHIPPING PRIVATE LIMITED;SAMUDRA LOGISTICS & SHIPPING PRIVATELIMITED,
SAMUEL AARON TRADING (INDIA) PRIVATE LIMITED,U27205MH2008PTC181690,SAMUEL AARON TRADING (INDIA) PRIVATELIMITED;SAMUEL AARON TRADING INDIA PRIVATE LIMITED,
SAMUNNATI FINANCIAL INTERMEDIATION & SERVICES PRIVATE LIMITED,U65990TN2014PTC096252,SAMUNNATI FINANCIAL INTERMEDIATION  SERVICES PRIVATE LIMITED;SAMUNNATI FINANCIAL INTERMEDIATION & SERVICES PRIV ATE LIMITED;SAMUNNATI FINANCIAL INTERMEDIATION &SERVICES PRIVATE LIMITED,
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,U74900MH2004PLC287011,SAMVARDHANA MOTHERSON INTERNATIONALLIMITED,L34300MH1986PLC284510;L35106MH1986PLC284510;U74900DL2004PLC131118
SKYLINE VISION PRIVATE LIMITED,U68100MH1994PTC082985,SAMYAK ENTERPRISES PRIVATE LIMITED. [C/N];SKYLINE VISION PVT LTD,U92113MH1994PTC082985
SAN ENGINEERING AND LOCOMOTIVE COMPANY LIMITED.,U74210KA1973PLC002424,SAN ENGINEERING AND LOCOMOTIVE COMPANYLIMITED.,
SAN JOSE INDIA INFRASTRUCTURE & CONSTRUCTION PRIVATE LIMITED,U45400DL2010FTC203906,San Jose India Infrastructure  Construction Private Limited;SAN JOSE INDIA INFRASTRUCTURE & CONSTRUCTION PRIVA TE LIMITED;SAN JOSE INDIA INFRASTRUCTURE &CONSTRUCTION PRIVATE LIMITED,
URBANAAC INFRASTRUCTURES PRIVATE LIMITED,U45201GJ2002PTC041109,SANAT COMPLEX PRIVATE LIMITED,
SANATAN FINANCIAL ADVISORY SERVICES PRIVATE LIMITED,U74140MH2008PTC177769,SANATAN FINANCIAL ADVISORY SERVICES PRIVATE LIMITE D;SANATAN FINANCIAL ADVISORY SERVICESPRIVATE LIMITED,
KARE POWER RESOURCES PRIVATE LIMITED,U40100KA2003PTC032408,SANATH EXPORT PRIVATE LIMITED,
SANATHAN TEXTILES LIMITED,L17299DN2005PLC005690,SANATHAN TEXTILES PRIVATE LIMITED,L17299DN2005PLC005690;U17299DN2005PLC005690;U17299WB2005PTC105863
SANATHAN TEXTILES LIMITED,L17299DN2005PLC005690,SANATHAN TEXTILES PRIVATE LIMITED,U17299DN2005PLC005690;U17299WB2005PTC105863
SANATHAN TEXTILES LIMITED,L17299DN2005PLC005690,SANATHAN TEXTILES PRIVATE LIMITED,U17299WB2005PTC105863;U17299DN2005PLC005690
SANAUTO ENGINEERS (INDIA) PRIVATE LIMITED,U74899DL1988PTC030954,SANAUTO ENGINEERS (INDIA) PRIVATELIMITED;SANAUTO ENGINEERS INDIA PRIVATE LIMITED;SANDVIK AUTO PVT LTD,
SANCHAR TELESYSTEMS LIMITED,U32204DL2006PLC155919,SANCHAR TELESYSTEMS PRIVATE LIMITED,
RSLH AUTO SEAT TRIMS PRIVATE LIMITED,U74999DL2013PTC389718,SANCTUARY ENTERPRISES PRIVATE LIMITED,U74999DL2013PTC253408;U74999PB2013PTC049784
SANDHILLS HOLDINGS LIMITED,U52290MH1991PLC062688,SAND-HILLS FINANCE AND INVESTMENTS EXPLORERS LTD,U67120MH1991PLC062688
STANROSE MAFATLAL INVESTMENTS AND FINANCE LIMITED,L65910GJ1980PLC003731,SANDEEP HOLDINGS LTD.;STANROSE MAFATLAL INVESTMENTS ANDFINANCE LIMITED,
SANDEN VIKAS (INDIA) PRIVATE LIMITED,U45202DL1982PTC014381,SANDEN VIKAS (INDIA) LIMITED;SANDEN VIKAS INDIA Private Limited,U45202DL1982PLC014381
SANDESH YARN TRADING COMPNAY PRIVATE LIMITED,U52321MP1999PTC013511,SANDESH YARN TRADING COMPNAY PRIVATELIMITED,
SANDHYA CONSTRUCTIONS & ESTATES PRIVATE LIMITED,U55101TG2004PTC043763,SANDHYA CONSTRUCTIONS & ESTATES PRIVATELIMITED;SANDHYA HOTELS PRIVATE LIMITED,U55101AP2004PTC043763
SANDHYA BROADCASTING & PUBLICATIONS PRIVATE LIMITED,U45201TG2000PTC033899,SANDHYA HOTELS (WEST) PRIVATE LIMITED;SANDHYA HOTELS WEST PRIVATE LIMITED;VRUDHI NIRMAN PRIVATE LIMITED,U45201AP2000PTC033899
SANDHYA HYDRO POWER PROJECTS BALARGHA PRIVATE LIMITED,U40105HP2010PTC031348,SANDHYA HYDRO POWER PROJECTS BALARGHA PRIVATE LIMI TED;SANDHYA HYDRO POWER PROJECTS BALARGHAPRIVATE LIMITED,
SANDHYA INDUSTRIAL CHEMICAL EXPORT PRIVATE LIMITED,U24302GJ2016PTC092361,SANDHYA INDUSTRIAL CHEMICAL EXPORTPRIVATE LIMITED,
SANDISK INDIA DEVICE DESIGN CENTRE PRIVATE LIMITED,U72300KA2005PTC035961,SANDISK INDIA DEVICE DESIGN CENTREPRIVATE LIMITED,
SANDISK TECHNOLOGIES INDIA PRIVATE LIMITED,U72200KA2008PTC048538,SANDISK TECHNOLOGIES INDIA PRIVATELIMITED;TEGILE SYSTEMS PRIVATE LIMITED,
GREENKO SANDLA WIND PROJECT PRIVATE LIMITED,U40100TG2013PTC160929,SANDLA WIND PROJECT PRIVATE LIMITED,U40100GJ2013PTC077128
SANDLER & TRAVIS TRADE ADVISORY INDIA PRIVATE LIMITED,U74900TN2015FTC098802,Sandler  Travis Trade Advisory India Private Limited;SANDLER & TRAVIS TRADE ADVISORY INDIA PRIVATE LIMI TED;SANDLER & TRAVIS TRADE ADVISORY INDIAPRIVATE LIMITED,
SANDOR LIFE SCIENCES PRIVATE LIMITED,U85110TG2004PTC043672,SANDOR PROTEOMICS PRIVATE LIMITED,U85110AP2004PTC043672
SANDOZ PRIVATE LIMITED,U24230MH1995PTC086989,SANDOZ PRODUCTS PRIVATE LIMITED,
CARNOUSTIE PROPERTIES PRIVATE LIMITED,U45209MH2007PTC174664,SANDRA PROPERTIES PRIVATE LIMITED,
LULU IT INFRABUILD PRIVATE LIMITED,U45200KL2015PTC038035,SANDS INFRABUILD PRIVATE LIMITED,
SANDS SYNERGY PRIVATE LIMITED,U74110MH2000PTC128344,SANDS TEXTILE CONSULTANTS PRIVATE LIMITED;SANDS TEXTILE CONSULTANTS PRIVATELIMITED,U18101MH2000PTC128344
SANDUR POWER COMPANY PRIVATE LIMITED,U85110KA1998PTC024355,SANDUR POWER COMPANY LIMITED;SANDUR POWER COMPANY Private Limited,U85110KA1998PLC024355
SANDVIK COROMANT INDIA PRIVATE LIMITED,U29299PN1960PTC011751,SANDVIK ASIA LTD;SANDVIK ASIA Private Limited,
ALLEIMA INDIA PRIVATE LIMITED,U29308PN2019PTC182454,SANDVIK MATERIALS TECHNOLOGY INDIA PRIVATE LIMITED;SANDVIK MATERIALS TECHNOLOGY INDIAPRIVATE LIMITED,
SANDVIK MINING AND ROCK TECHNOLOGY INDIA PRIVATE LIMITED,U29249PN2019PTC182587,SANDVIK MINING AND ROCK TECHNOLOGY INDIAPRIVATE LIMITED,
SANDVINE TECHNOLOGIES (INDIA) PRIVATE LIMITED,U72200KA2008PTC047208,SANDVINE TECHNOLOGIES (INDIA) PRIVATELIMITED;Sandvine Technologies India Private Limited,
MAURER-SANFIELD INDIA LIMITED,U74899DL1994PLC058803,SANFIELD INDIA LIMITED,
SANFORD C. BERNSTEIN (INDIA) PRIVATE LIMITED,U65999MH2017FTC293762,SANFORD C. BERNSTEIN (INDIA) PRIVATELIMITED,
SANFREIGHT LOGISTICS PRIVATE LIMITED,U60231MH2013PTC244286,Sanfreight Logistics Private Limited,
WAAREE RENEWABLE TECHNOLOGIES LIMITED,L93000MH1999PLC120470,SANGAM ADVISORS LIMITED;SANGAM ADVISORS PRIVATE LIMITED;SANGAM RENEWABLES LIMITED,L74140MH1999PLC120470
SANGAM POWER GENERATION COMPANY LIMITED,U40102UP2007PLC032843,Sangam Power Generation Company Limited,
SHRINI SOFTEX INDIA PRIVATE LIMITED,U17111TZ1992PTC007719,SANGEETH FINANCE (TN)PRIVATE LIMITED (T),
SANGEETH TEXTILES PRIVATE LIMITED,U17111TZ1981PTC001030,SANGEETH TEXTILES LIMITED;SANGEETH TEXTILES Private Limited,
SANGEETHA MOBILES PRIVATE LIMITED,U51909KA2008PTC047525,Sangeetha Mobiles Private Limited,
SANGHVI WOODS PRIVATE LIMITED,U36991MH1970PTC014695,SANGHAVI WOODS LIMITED,
SANGHI BROTHERS (INDORE) PVT LTD,U35999MP1950PTC000586,SANGHI BROTHERS INDORE PVT LTD,
SANGHI CARS (INDIA) PRIVATE LIMITED,U50101RJ1998PTC014806,SANGHI CARS INDIA PRIVATE LIMITED,
SANGHI INDUSTRIES LIMITED,L18209TG1985PLC005581,SANGHI LEATHERS PVT LTD,L18209AP1985PLC005581
SANGHI INDUSTRIES LIMITED,L18209TG1985PLC005581,SANGHI LEATHERS PVT LTD,L18209AP1985PLC005581;L18209GJ1985PLC157787
SANGHI OXYGEN (BOMBAY) PVT LTD,U74999MH1981PTC025673,SANGHI OXYGEN BOMBAY PVT LTD,
SHANGHVI FINANCE PRIVATE LIMITED,U65910MH1989PTC053111,SANGHVI FINANCE PVT. LTD.,
SANGKAJ ENGINEERING PRIVATE LIMITED,U32109MH2004PTC144926,SANGKAJ ELECTRONICS PRIVATE LIMITED,
SANGKAJ STEEL PRIVATE LIMITED,U27100MH1995PTC088506,SANGKAJ STEEL LIMITED,U27100MH1995PLC088506
SANGO INDIA AUTOMOTIVE PARTS PRIVATE LIMITED,U34102KA2012FTC097826,SANGO INDIA AUTOMOTIVE PARTS PRIVATELIMITED,U34102TZ2012FTC019877
SANGUINITY REALTY PRIVATE LIMITED,U45201MH2006PTC165655,Sanguinity Realty Private Limited,
SANGUINITY TRADING COMPANY PRIVATE LIMITED,U51909MH2006PTC165687,Sanguinity Trading Company Private Limited;SANGUINITY TRADING COMPANY PRIVATELIMITED,
SANJAY AUTOMOBILE ENGINEERS PRIVATE LIMITED,U50100PN2010PTC135961,SANJAY AUTOMOBILE ENGINEERS PRIVATELIMITED,
SANJAY CHEMICALS (INDIA) PRIVATE LIMITED,U51434MH2000PTC129290,SANJAY CHEMICALS INDIA PRIVATE LIMITED,
SANJAYUTTAM AGROFOODS PRIVATE LIMITED,U15137MH2009PTC196622,SANJAY FLOUR MILLS PRIVATE LIMITED,
NANDANBALA COMMERCIALS PRIVATE LIMITED,U51100MH2014PTC259273,SANJAY INFRASPACE LIMITED;SANJAY INFRASPACE PRIVATE LIMITED,U45400MH2014PLC259273;U45400MH2014PTC259273
SANJAY KUMAR SHARMA ENGICON PRIVATE LIMITED,U45209JH2018PTC012170,SANJAY KUMAR SHARMA ENGICON PRIVATELIMITED,
FINKURVE FINANCIAL SERVICES LIMITED,L65990MH1984PLC032403,SANJAY LEASING LTD,
SMS INTEGRATED FACILITY SERVICES PRIVATE LIMITED,U74999MH2000PTC125538,SANJAY MAINTENANCE SERVICES PRIVATE LIMITED;SANJAY MAINTENANCE SERVICES PRIVATELIMITED;SMS INTEGRATED FACILITY SERVICES PRIVATELIMITED,
SANJEEV AUTO PARTS MANUFACTURERS PRIVATE LIMITED,U34300MH1996PTC102485,SANJEEV AUTO PARTS MANUFACTURERSPRIVATE LIMITED,
MIRA ALLOY STEELS PRIVATE LIMITED,U21012TZ2003PTC010672,SANJEEV PAPER MILLS (COVAI) PRIVATE LIMITED,
