company_name,cin,other_name,other_cin
SANJEEVANI AGROFOODS LIMITED.,U15122UR2008PLC032737,SANJEEVANI AGROFOODS PRIVATE LIMITED.,U15122UR2008PTC032737
SANJEEVANI HEALTH & LIFE STYLE PRIVATE LIMITED,U74220WB2002PTC095155,SANJEEVANI HEALTH  LIFE STYLE PRIVATE LIMITED;SANJEEVANI HEALTH & LIFE STYLE PRIVATELIMITED,
SANJEEVANI PHARMA DISTRIBUTORS PRIVATE LIMITED,U74900TG2015PTC101507,SANJEEVANI PHARMA DISTRIBUTORS PRIVATELIMITED,
ARISTRO FINCORP PRIVATE LIMITED,U51219WB1995PTC067345,SANJIBANI BARTER PVT LTD,
SANJIVANI CORPORATE PARK DEVELOPERS LIMITED,U70100DL2003PLC119856,SANJIVANI CORPORATE PARK DEVELOPERSLIMITED;SANJIVANI MULTIVIT HERBAL PRODUCTS LIMITED,U01122DL2003PLC119856
SANJIVANI NON FERROUS TRADING PRIVATE LIMITED,U70109HR2006PTC086175,SANJIVANI INFRASTRUCTURE PRIVATE LIMITED;SANJIVANI NON FERROUS TRADING PRIVATELIMITED,U70109DL2006PTC154419
SANJIVANI SUPER SPECIALITY HOSPITALS PRIVATE LIMITED,U85110GJ2008PTC053763,SANJIVANI SUPER SPECIALITY HOSPITALS PRIVATE LIMTED;SANJIVANI SUPER SPECIALITY HOSPITALSPRIVATE LIMITED,
SANJIWANI SURELIFE AND MEDI-ASSIST PRIVATE LIMITED,U74120MH2011PTC221838,SANJIWANI SURELIFE AND MEDI-ASSISTPRIVATE LIMITED,
SANJOG SUGARS AND ECO-POWER PRIVATE LIMITED,U15421RJ2004PTC084376,SANJOG SUGARS AND ECO-POWER PRIVATELIMITED,U15421DL2004PTC131375;U15421TN2004PTC094307
KREDENCE MULTI TRADING LIMITED,U51900MH1984PLC389859,SANJUG TRADING COMPANY LIMITED,U51900HR1984PLC048132
SANKALP ADVISORY SERVICES PRIVATE LIMITED,U74140DL2008PTC178321,SANKALP ADVISORY SERVICES PRIVATELIMITED,
SANKALP ENGINEERING & SERVICES PRIVATE LIMITED,U29299PN2006PTC021948,Sankalp Engineering  Services Private Limited;SANKALP ENGINEERING & SERVICES PRIVATELIMITED;SANKALP FORGINGS PRIVATE LIMITED,
SANKALPSHAKTI ENTERPRISES PRIVATE LIMITED,U15122DL2014PTC274028,SANKALPSHAKTI ENTERPRISES PRIVATELIMITED,
PRIVILEGE INDUSTRIES LIMITED,U15530MH1995PLC090556,SANKHE INDUSTRIES LIMITED,
SANKHLA VINYL PRIVATE LIMITED,U27104KA1989PTC009773,SANKHLA POLYMERS PRIVATE LIMITED,
SANKHYA FINANCIAL SERVICES PRIVATE LIMITED,U65990MH2005PTC151407,SANKHYA FINANCIAL SERVICES PRIVATELIMITED,
SANKYU INDIA LOGISTICS & ENGINEERING PRIVATE LIMITED,U63090HR2010FTC040943,SANKYU INDIA LOGISTICS  ENGINEERING PRIVATE LIMITED;SANKYU INDIA LOGISTICS & ENGINEERING PRIVATE LIMTED;SANKYU INDIA LOGISTICS & ENGINEERINGPRIVATE LIMITED,
SMC INVESTMENTS AND ADVISORS LIMITED,U19201DL1997PLC089315,SANLAM INVESTMENTS AND ADVISORS (INDIA) LIMITED;SMC WEALTH MANAGEMENT SERVICES LIMITED,
SANMAN TRADE IMPEX LIMITED,U51900MH1996PLC104099,SANMAN TRADE IMPEX Limited;SANMAN TRADE IMPEX PRIVATE LIMITED,U51900MH1996PTC104099
SANMAR CONSOLIDATIONS PRIVATE LIMITED,U29199TN2001PTC047307,SANMAR CONSOLIDATIONS LIMITED;SANMAR ENGINEERING CORPORATION LIMITED,U29199TN2001PLC047307
SANMAR SPECIALITY CHEMICALS LIMITED,U24299TN1982PLC009443,SANMAR ELECTRONICS CORPN LTD,
SANMAR ENGINEERING TECHNOLOGIES PRIVATE LIMITED,U74210TN1996PTC034870,SANMAR ENGINEERING TECHNOLOGIES LIMITED;SANMAR ENGINEERING TECHNOLOGIES PRIVATELIMITED;SANMAR INDUSTRIAL FILTERS LIMITED;SANMAR PTI FILTERS LIMITED,U74210TN1996PLC034870
STARGATE ENTERPRISES PRIVATE LIMITED,U74999TN1992PTC022029,SANMAR INTERNATIONAL LIMITED;STARGATE INVESTMENTS PRIVATE LIMITED,
SANMAR ENGINEERING SERVICES LIMITED,U65993TN1995PLC030445,SANMAR PROPERTY DEVELOPMENT LIMITED,
SANMINA-SCI TECHNOLOGY INDIA PRIVATE LIMITED,U31909TN2007FTC063405,Sanmina-SCI Technology India Private Limited;SANMINA-SCI TECHNOLOGY INDIA PRIVATELIMITED,
SANOFI-SYNTHELABO (INDIA) PRIVATE LIMITED,U24230MH2002PTC137682,SANOFI-SYNTHELABO (INDIA) LIMITED;SANOFI-SYNTHELABO (INDIA) Private Limited;SANOFI-SYNTHELABO (INDIA) PRIVATELIMITED;SANOFI-SYNTHELABO INDIA Private Limited,U24230MH2002PLC137682
SANRAD MEDICAL SYSTEMS PRIVATE LIMITED,U93090KA2011PTC057461,Sanrad Medical Systems Private Limited,
HEALTHIUM OEM PRIVATE LIMITED,U25191KA2001PTC133870,SANREA HEALTHCARE PRIVATE LIMITED;TRUSKIN GLOVES PRIVATE LIMITED,U25191KL2001PTC014953
SANREA HEALTHCARE PRODUCTS PRIVATE LIMITED,U25199KL2012PTC031373,SANREA HEALTHCARE PRODUCTS PRIVATELIMITED,
STREPARAVA INDIA PRIVATE LIMITED,U29299KA2007PTC043270,SANSERA + STREPARAVA ENGINEERING PRIVATE LIMITED;Streparava India Private Limited,
SANSERA ENGINEERING LIMITED,L34103KA1981PLC004542,SANSERA ENGINEERING PRIVATE LIMITED,U34103KA1981PLC004542;U34103KA1981PTC004542
SYMPHONY LIMITED,L32201GJ1988PLC010331,SANSKRUT COMFORT SYSTEMS LTD.;SYMPHONY COMFORT SYSTEMS LTD,
MODERN GEM AND DESIGNER PRIVATE LIMITED,U55101GJ1987PTC010080,SANSKRUT HOTELS PVT LTD,
ROWENTA NETWORKS PRIVATE LIMITED,U51100GJ1988PTC011523,SANSKRUT NET WORK PVT LTD.,U29309GJ1988PTC011523
SANT SATRAMDAS INFRASTRUCTURE PRIVATE LI MITED,U45201MH2006PTC161902,SANT SATRAMDAS INFRASTRUCTURE PRIVATE LIMITED;SANT SATRAMDAS INFRASTRUCTURE PRIVATELIMITED,
SANT VALVES PRIVATE LIMITED,U27202PB1992PTC012760,SANT VALVES PRIV LIMITED,
SANTHOSHIMATHAA EDIBLE OILS REFINERY PRIVATE LIMITED,U15122TG2012PTC078954,SANTHOSHIMATHAA EDIBLE OILS REFINERY PRIVATE LIMTED;SANTHOSHIMATHAA EDIBLE OILS REFINERYPRIVATE LIMITED,U15122AP2012PTC078954
SANTHOSHIMATHAA OILS AND FATS PRIVATE LIMITED,U15122TG2015PTC098886,SANTHOSHIMATHAA OILS AND FATS PRIVATELIMITED,
SANTO ENGINEERING COMPANY PRIVATE LIMITED,U28920MH1992PTC066063,SANTO ENGINEERING COMPANY PRIVATELIMITED,
SANTO PROTECTORS PRIVATE LIMITED,U28996MH2007PTC168973,SANTO PSR PROTECTORS PRIVATE LIMITED,
BHARTIYA FASHION RETAIL LIMITED,U17120DL2009PLC193608,SANTORINI FASHIONS LIMITED,
SANTOSH TOUR & TRAVELS PVT LTD,U63040WB1995PTC074577,SANTOSH TOUR  TRAVELS PVT LTD,
SANTOSHI HYVOLT ELECTRICALS PRIVATE LIMITED,U31900DL2014PTC270440,SANTOSHI HYVOLT ELECTRICALS PRIVATELIMITED,
SANVIJAY ROLLING AND ENGINEERING LIMITED,U27100MH1987PLC045013,SANVIJAY RE-ROLLING AND ENGINEERING WORKS LIMITED,
PREMSONS MOTOR UDYOG PRIVATE LIMITED,U51109WB1996PTC078593,SANVIK MERCHANTS PVT LTD,
SANVIRA INDUSTRIES LIMITED,U24110TG2008PLC058852,SANVIRA INDUSTRIES PRIVATE LIMITED;VIRAJI CHEMICALS PRIVATE LIMITED,U24110AP2008PLC058852
SANWA SYNERGY HOLDINGS INDIA PRIVATE LIMITED,U25190TN2011FTC080919,Sanwa Synergy Holdings India Private Limited;SANWA SYNERGY HOLDINGS INDIA PRIVATELIMITED,
SANWARIA CONSUMER LIMITED,L15143MP1991PLC006395,SANWARIA AGRO OILS LIMITED,
SAWARIA PIPES PRIVATE LIMITED,U92200TG1999PTC031919,SANWARIA PIPE PRIVATE LIMITED,U92200AP1999PTC031919
KISAN MOULDINGS LIMITED,L17120MH1989PLC054305,SANWARIA SYNTHETICS LIMITED,
SANY HEAVY INDUSTRY INDIA PRIVATE LIMITED,U45201PN2002PTC181239,SANY HEAVY INDUSTRY INDIA PRIVATELIMITED,U45201DL2002PTC117856
FARM INDIA IMPEX PRIVATE LIMITED,U51109KA2007PTC114353,SANYAM VANIJYA PRIVATE LIMITED,U51109WB2007PTC118750
SANYO LSI TECHNOLOGY INDIA PRIVATE LIMITED,U31200KA1998PTC023796,SANYO LSI TECHNOLOGY INDIA PRIVATELIMITED,
SANYOG HEALTHCARE LIMITED,U24232DL1999PLC098564,SANYOG ENTERPRISES LIMITED;SANYOG ENTERPRISES PRIVATE LIMITED,U24232DL1999PTC098564
SHARVI PACKAGING SOLUTIONS PRIVATE LIMITED,U21012DL2005PTC132206,SANYOG PAPER PRIVATE LIMITED;SHARVI PACKAGING SOLUTIONS PRIVATELIMITED,
SPECTRA INTERNATIONAL LIMITED,U74120MH2010PLC211461,SANZI INTERNATIONAL PRIVATE LIMITED;SANZI MANAGEMENT PRIVATE LIMITED;SPECTRA INTERNATIONAL PRIVATE LIMITED,U74120MH2010PTC211461
SANZYME PRIVATE LIMITED,U24235TG1969PTC001282,SANZYME LIMITED;SANZYME Private Limited;UNI-SANKYO LTD,U24235AP1969PLC001282
SAP INDIA PRIVATE LIMITED,U72200KA1996PTC020063,"SAP India Private Limited;SAP INDIA SYSTEMS,APPLICATIONS AND PRODUCTS IN DAT A PROCESSING PRIVATE LIMITED",
HYDRO BS INDIA PRIVATE LIMITED,U46620KA2010FTC165319,SAPA EXTRUSION INDIA PRIVATE LIMITED;SAPA PROFILES INDIA PRIVATE LIMITED,U28999AP2010FTC108749;U28999KA2010FTC063125;U28999KA2010FTC165319
SAPA PRECISION TUBING PUNE PRIVATE LIMITED,U28112AP2011FTC108817,SAPA HEAT TRANSFER TUBES INDIA PRIVATE LIMITED;SAPA PRECISION TUBING PUNE PRIVATELIMITED,U28112PN2011FTC143531
SAPAT GLOBAL HEALTH PRIVATE LIMITED,U24230MH1995PTC084552,SAPAT AND COMPANY (BOMBAY) PRIVATE LIMITED;SAPAT AND COMPANY (BOMBAY) PRIVATELIMITED;SAPAT AND COMPANY BOMBAY PRIVATE LIMITED,
SAPAT INTERNATIONAL PRIVATE LIMITED,U28992MH1986PTC041200,SAPAT PACKAGING INDUSTRIES PRIVATE LIMITED,
SAPIENT WEALTH ADVISORS AND BROKERS PRIVATE LIMITED,U74992PN2009PTC134179,SAPIENT WEALTH ADVISORS AND BROKERS PRIVATE LIMITE D;SAPIENT WEALTH ADVISORS AND BROKERSPRIVATE LIMITED,U74992MH2009PTC428870
WHITE ORGANIC RETAIL LIMITED,L39000MH2011PLC225123,Sapna Infraventure Private Limited;WHITE ORGANIC RETAIL PRIVATE LIMITED,L01100MH2011PLC225123;U01100MH2011PLC225123;U01100MH2011PTC225123;U45400MH2011PTC225123
SAPPHIRE INDUSTRIAL INFRASTRUCTURES PRIVATE LIMITED,U70102GJ2008PTC107123,SAPPHIRE INDUSTRIAL INFRASTRUCTURES PRIVATE LIMITE D;SAPPHIRE INDUSTRIAL INFRASTRUCTURESPRIVATE LIMITED,U70102DL2008PTC179290
SAPPHIREINFOTECH VENTURES PRIVATE LIMITED,U72300MH2011PTC220653,SAPPHIREINFOTECH VENTURES PRIVATELIMITED;UTHCIRCLES INDIA SOFTWARE PRIVATE LIMITED;UTHCIRCLES INDIA SOFTWARE PRIVATELIMITED,
SAPTAGIR CAMPHOR PRIVATE LIMITED,U24110TG1988PTC008346,SAPTAGIR CAMPHOR LIMITED;SAPTAGIRI CAMPHOR LIMITED,U24110AP1988PLC008346;U24110TG1988PLC008346
SAPTARISHI PRECISION COMPONENTS PRIVATE LIMITED,U29254RJ2018PTC060477,SAPTARISHI PRECISION COMPONENTS PRIVATELIMITED,
SAPTHAGIRI PANEL PRODUCTS PRIVATE LIMITED,U20299KA2022PTC156731,SAPTHAGIRI PANEL PRODUCTS PRIVATELIMITED,
SAPURA ENGINEERING & CONSTRUCTION (INDIA) PRIVATE LIMITED,U11101MH2015FTC268678,SAPURA ENGINEERING & CONSTRUCTION(INDIA) PRIVATE LIMITED;SapuraKencana Engineering  Construction India Private Limited;SAPURAKENCANA ENGINEERING & CONSTRUCTION (INDIA) P RIVATE LIMITED;SapuraKencana Engineering & Construction (India) Private Limited,
SAR INFRACON,U45201GJ2004NPL044389,SAR INFRACON PRIVATE LIMITED,
SAR PIONEER INFRASTRUCTURE PRIVATE LIMITED,U70109DL2006PTC151511,SAR PIONEER INFRASTRUCTURE PRIVATELIMITED,
SARA INTERNATIONAL PRIVATE LIMITED,U74140DL1973PTC006854,SARA INTERNATIONAL LIMITED;SARA INTERNATIONAL Private Limited,U74140DL1973PLC006854
SARA SHREY INDUSTRIES AND TRADERS PRIVATE LIMITED,U17111TZ2006PTC012665,SARA SHREY INDUSTRIES AND TRADERSPRIVATE LIMITED;SARA SHREY SPINNTEX PRIVATE LIMITED,
SREE RAYALASEEMA HI-STRENGTH HYPO LIMITED,L24110AP2005PLC045726,SARAC CHEMICALS LIMITED;Sree Rayalaseema Hi-Strength Hypo Limited;SREE RAYALASEEMA HI-STRENGTH HYPOLIMITED,
SARADA PROJECTS LIMITED,U70100TG1996PLC024497,SARADA PROJECTS PRIVATE LIMITED,U42200TG1996PLC024497;U70100AP1996PLC024497
SARADA PROJECTS LIMITED,U70100TG1996PLC024497,SARADA PROJECTS PRIVATE LIMITED,U70100AP1996PLC024497
SARAF CHEMICALS PRIVATE LIMITED,U24100MH1984PTC033486,SARAF CHEMICALS LIMITED;SARAF CHEMICALS Private Limited,U24100MH1984PLC033486
SARAF TREXIM LIMITED,U01111WB2007PLC115133,SARAF TREXIM PRIVATE LIMITED,
SHREE SARAIWWALAA AGRR REFINERIES LIMITED,U15143TG1999PLC031223,SARAIWALA AGRO REFINERIES LIMITED;SARAIWWALAA AGRR REFINERIES LIMITED;SHREE SARAIWWALAA AGRR REFINERIESLIMITED,U15143AP1999PLC031223
BIL INFRATECH LIMITED,U45400WB2010PLC151807,SARAL DEVELOPERS PRIVATE LIMITED,
SARALA DEVELOPMENT & MICROFINANCE PRIVATE LIMITED,U65910WB1992PTC055152,SARALA DEVELOPMENT  MICROFINANCE PRIVATE LIMITED;SARALA DEVELOPMENT & MICROFINANCEPRIVATE LIMITED;UNNATI TRADE  FINCON PVT LTD;UNNATI TRADE & FINCON PVT LTD,
PINCON SPIRIT LIMITED,L67120WB1978PLC031561,SARANG VINIYOG LTD,
SARANGA GEOSOFTWARE AND ENGINEERING SERVICES PRIVATE LIMITED,U72900KL2008PTC022341,SARANGA GEOSOFTWARE AND ENGINEERING SERVICES PRIVA TE LIMITED;SARANGA GEOSOFTWARE AND ENGINEERINGSERVICES PRIVATE LIMITED,
SARANGA INVESTMENTS AND CONSULTANCY PRIVATE LIMITED,U65993TN1986PTC013711,SARANGA INVESTMENTS AND CONSULTANCYPRIVATE LIMITED,
SARANGDEEP PROPERTIES PRIVATE LIMITED,U45201MH2012PTC238773,Sarangdeep Properties Private Limited,
ASHOK TEXTILE MILLS PRIVATE LIMITED,U17111TZ1995PTC005791,SARANYA SPINNING MILLS PRIVATE LIMITED,
SARAOGI BUILDERS LIMITED,U45201HR1997PLC033626,SARAOGI BUILDERS PRIVATE LIMITED,
SARAOGI SHELLAC & AROMATICS PRIVATE LIMITED,U74900WB2014PTC201842,SARAOGI SHELLAC  AROMATICS PRIVATE LIMITED;SARAOGI SHELLAC & AROMATICS PRIVATELIMITED,
SARASWAT INFOTECH PRIVATE LIMITED,U72200MH2005PTC156921,SARASWAT INFOTECH LIMITED,U72200MH2005PLC156921
SARASWATI AGRO CHEMICALS (INDIA) PRIVATE LIMITED,U24211PB1999PTC022404,SARASWATI AGRO CHEMICALS (INDIA) PRIV LIMITED;SARASWATI AGRO CHEMICALS (INDIA) PRIVATELIMITED;SARASWATI AGRO CHEMICALS INDIA PRIVATE LIMITED,
SARASWATI COMMERCIAL (INDIA) LTD,L51909MH1983PLC166605,SARASWATI COMMERCIAL INDIA LTD,
SARASWATI ENTERTAINMENT PRIVATE LIMITED,U22300MH2010PTC209021,Saraswati Entertainment Private Limited,
ISGEC HEAVY ENGINEERING LIMITED,L23423HR1933PLC000097,SARASWATI INDUSTRIAL SYNDICATE LIMITED,
SARASWATI PLASTOTECH INDIA PRIVATE LIMITED,U25200PB2009PTC033308,SARASWATI PLASTOTECH INDIA PRIV LIMITED;SARASWATI PLASTOTECH INDIA PRIVATELIMITED,
SARASWATI POLYCHEM (INDIA) PRIVATE LIMITED,U24304PB2016PTC045622,SARASWATI POLYCHEM (INDIA) PRIVATELIMITED,
SARASWATI SAREE DEPOT LIMITED,L14101PN2021PLC199578,SARASWATI SAREE DEPOT PRIVATE LIMITED,L14101PN2021PLC199578;U14101PN2021PLC199578;U52500PN2021PTC199578
SARASWATI SAREE DEPOT LIMITED,L14101PN2021PLC199578,SARASWATI SAREE DEPOT PRIVATE LIMITED,U52500PN2021PTC199578;U14101PN2021PLC199578
SARASWATY PRESS LIMITED,U22110WB1987SGC041786,SARASWATY PRESS PRIVATE LIMITED;SREE SARASWATI PRESS (1984) LTD.,U22110WB1987PTC041786
SARAT CHATTERJEE & CO (VISAKHAPATNAM) PVT LTD,U25202WB1975PTC029962,SARAT CHATTERJEE  CO VISAKHAPATNAM PVT LTD;SARAT CHATTERJEE & CO (VISAKHAPATNAM)PVT LTD,
SARAT INDUSTRIES LIMITED,U17114WB1993PLC059518,SARAT EXPORTS PVT LTD,U17114WB1993PTC059518
SARATHY GEO-TECH AND ENGINEERING SERVICES PRIVATE LIMITED,U29128KA2007PTC044635,SARATHY GEO-TECH AND ENGINEERINGSERVICES PRIVATE LIMITED,
SARAVANA GLOBAL ENERGY LIMITED,U31300TN2003PLC051135,SARAVANA INSULATORS LIMITED,
SARAVANA SELVARATHNAM RETAIL PRIVATE LIMITED,U52339TN2005PTC058361,SARAVANA SELVARATHNAM RETAIL PRIVATELIMITED,
SRI SARAVANA MILLS PRIVATE LIMITED,U17111TZ1983PTC001296,SARAVANA SPINNING MILLS LTD;SRI SARAVANA SPINNING MILLS PRIVATE LIMITED;SRI SARAVANA SPINNING MILLS PRIVATELIMITED,
SARAVANA STOCKS INVESTMENTS PRIVATE LIMITED,U67120TN2004PTC054094,SARAVANA STOCKS INVESTMENTS PRIVATELIMITED,
SSPL SECURITIES PRIVATE LIMITED,U67110TN1999PTC042044,SARAVANA STOCKS PRIVATE LIMITED;SSPL WEALTH PRIVATE LIMITED,
SARAVANA STORES CELEBRITY PRIVATE LIMITED,U52100TN2020PTC136465,SARAVANA STORES CELEBRITY PRIVATELIMITED,U18100TN2020PTC136465
SRI SARADHAMBIKA SPINTEX PRIVATE LIMITED,U17111TZ1996PTC007302,SARAVANABALAJI FINANCE LIMITED,
SARAYOO INFRATECH PRIVATE LIMITED,U45209TG2013PTC088171,Sarayoo Infratech Private Limited,U45209AP2013PTC088171
A R DAIRY FOOD PRIVATE LIMITED,U40200TZ1995PTC006115,SARAYU CRYOGENICS PRIVATE LIMITED,
SARDA AGRICULTURE AND PROPERTIES PRIVATE LIMITED,U01122CT1981PTC001870,SARDA AGRICULTURE AND PROPERTIES PRIVATELIMITED;SATTVA SEEDS PRIVATE LIMITED,
SARDA HOUSING DEVELOPMENT LIMITED TFR. FROM KOLKATA TO DELHI,U45201HR2006PLC100890,SARDA HOUSING DEVELOPMENT LIMITED TFR.FROM KOLKATA TO DELHI,U45201DL2006PLC146484
SARDA METALS & ALLOYS LIMITED,U51420MH2008PLC187689,SARDA METALS  ALLOYS LIMITED,
DUROPLY INDUSTRIES LIMITED,L20211WB1957PLC023493,SARDA PLYWOOD INDUSTRIES LTD,
SARE REALTY PROJECTS PRIVATE LIMITED,U45400DL2007PTC169466,SARE JUBILEE KOLATHUR PRIVATE LIMITED;SUPER INFRACON PRIVATE LIMITED,
SAREEN ESTATES PRIVATE LIMITED,U74899DL1992PTC050864,SAREEN ESTATE PVT LTD,
USHDEV ENGITECH LIMITED,U29999TN2001PLC097292,SARJAN ENGITECH PRIVATE LIMITED;SUZLON ENGITECH LIMITED;SUZLON ENGITECH PRIVATE LIMITED,U29999PN2001PLC016118
SARJAN REALITIES PRIVATE LIMITED,U70101PN1997PTC016521,SARJAN REALITIES LIMITED,U70101PN1997PLC016521
SARK PROJECTS (INDIA) PRIVATE LIMITED,U45400TG2012PTC085012,SARK PROJECTS INDIA PRIVATE LIMITED,U45400AP2012PTC085012
VEDAVAAG SYSTEMS LIMITED,L72200TG1998PLC029240,SARK SYSTEMS INDIA LIMITED;VEDAVAAG Systems Limited,L72200AP1998PLC029240
SARLA PERFORMANCE FIBERS LIMITED,L31909DN1993PLC000056,Sarla Performance Fibers Limited;SARLA POLYESTER LIMITED,
TONBO IMAGING INDIA PRIVATE LIMITED,U74140KA2003PTC033043,SARNOFF INNOVATIVE TECHNOLOGIES PRIVATE LIMITED;Serial Innovations India Private Limited,
GREENKO SAROJA RENEWABLES PRIVATE LIMITED,U40108TG2017PTC155588,SAROJA RENEWABLES LIMITED;SAROJA RENEWABLES PRIVATE LIMITED,U40108GJ2017PLC096148
HPC CARGO PRIVATE LIMITED,U15311JK1997PTC001736,SAROOP ROLLER FLOUR MILLS PVT.LTD.,
SAROVAR HOTELS PRIVATE LIMITED,U74140MH1993PTC139435,SAROVAR PRAK PLAZA HOTELS AND RESORTS PRIVATE LIMI TED (TRF.CO,
SARRALLE EQUIPMENT INDIA PRIVATE LIMITED,U29142WB2005PTC106723,SARRALLE AIF EQUIPMENT INDIA PVT LTD,
MANGAL SPONGE AND STEEL PRIVATE LIMITED,U15143CT1997PTC012218,SARSWATI FOODGRAINS PRIVATE LIMITED,
SARTAJ HOTELS APARTMENTS AND VILAS PRIVATE LIMITED,U55101DL1991PTC043105,SARTAJ HOTELS APARTMENTS AND VILASPRIVATE LIMITED,
LIFE STYLE INFRATECH PRIVATE LIMITED,U04520MP2006PTC018503,SARTHAK BUILDCON PRIVATE LIMITED,
SARTHI CONSTRUCTION AND INFRA PRIVATE LIMITED,U45500MP2021PTC056350,SARTHI CONSTRUCTION AND INFRA PRIVATELIMITED,
SARTORIUS STEDIM INDIA PRIVATE LIMITED,U74210KA1991PTC012445,SARTORIUS BIOTECH (INDIA) PRIVATE LIMITED;SARTORIUS BIOTECH INDIA PRIVATE LIMITED;SARTORIUS INDIA PRIVATE LIMITED;Sartorius Stedim India Private Limited,
MINEBEA INTEC INDIA PRIVATE LIMITED,U31909KA1998PTC030793,SARTORIUS MECHATRONICS INDIA PRIVATE LIMITED;SARTORIUS MECHATRONICS INDIA PRIVATELIMITED,
SARTORIUS INDIA PRIVATE LIMITED,U29100KA2011FTC058928,Sartorius Weighing India Private Limited,
SARVAMANGAL MARCANTILE COMPANY LIMITED,L51100MH1983PLC029600,SARVA MANGAL MARCANTILE CO LTD,
SILARIS INFORMATIONS PRIVATE LIMITED,U74900DL2011PTC226321,SARVA SERVICESCAPE PRIVATE LIMITED,
ARISAIG TRADING PRIVATE LIMITED,U65990MH1986PTC038813,SARVAMANGALA HOLDINGS PRIVATE LIMITED.,
ROCKTEC INFRA AND MINING PRIVATE LIMITED,U27109TG2007PTC052682,SARVARI FORGING PRIVATE LIMITED,U27109AP2007PTC052682
SARVESH MULTI PLAST INDIA PRIVATE LIMITED,U25200TZ2009PTC015070,SARVESH MULTI PLAST INDIA PRIVATELIMITED,
SARVESHWAR LOGISTICS SERVICES PRIVATE LIMITED,U63000MH2010PTC201671,SARVESHWAR LOGISTICS SERVICES PRIVATELIMITED,
BLACKSOIL CAPITAL PRIVATE LIMITED,U67120MH1995PTC084946,SARVODAYA CAPITALS PRIVATE LIMITED,
SARVODAYA AGROTECH INDIA LIMITED,U15142RJ1991PLC006268,SARVODAYA OIL EXTRACTION PVT.LTD.,
AKRITI COMMODEAL PRIVATE LIMITED,U18101WB2003PTC097057,SARVODAYA SAREES PRIVATE LIMITED,
SARWOTTAM ISPAT LIMITED,U27209WB1984PLC038280,SARVOTTAM ISPAT LIMITED,
SARVOTTAM CAPS PRIVATE LIMITED,U65993WB1995PTC072357,SARVOTTAM SHARE BROKERS LTD;SORVOTTAM CAPS LTD;SORVOTTAM CAPS PRIVATE LIMITED,
MAHAVEERA TRANSPORT PRIVATE LIMITED,U74899DL1985PTC019998,SARVPRIYA CARRIERS PVT LTD,
SARVPRIYA EXPORTS PRIVATE LIMITED,U55101PB1999PTC022767,SARVPRIYA EXPORTS PRIV LIMITED;SARVPRIYA HOTELS PRIVATE LIMITED,
JINDAL BUILDSYS LIMITED,U51909PB1985PLC006275,SARVPRIYA INDUSTRIES LIMITED,
SARYU PROPERTIES & HOTELS PVT LTD,U45200MH1982PTC027612,SARYU PROPERTIES  HOTELS PVT LTD,
SAS HOTELS & ENTERPRISES LIMITED,U55101TN1999PLC041675,SAS HOTELS  ENTERPRISES LIMITED;SAS HOTELS AND ENTERPRISES (WITH UNLIMITED LIABILI TY),
SAS RESEARCH AND DEVELOPMENT (INDIA) PRIVATE LIMITED,U72200PN2000PTC015164,SAS INSTITUTE GLOBAL SERVICES PRIVATE LIMITED;SAS RESEARCH AND DEVELOPMENT (INDIA) PRIVATE LIMTED;SAS RESEARCH AND DEVELOPMENT (INDIA)PRIVATE LIMITED;SAS RESEARCH AND DEVELOPMENT INDIA PRIVATE LIMITED,
SAS INSTITUTE (INDIA) PRIVATE LIMITED,U72900MH1998PTC115706,SAS INSTITUTE INDIA PRIVATE LIMITED,
SASAN POWER LIMITED,U40102MH2006PLC190557,Sasan Power Limited,
SASI ANAND SPINNING MILLS INDIA PRIVATE LIMITED,U17111TZ2004PTC011352,SASI ANAND SPINNING MILLS INDIA LIMITED;SASI ANAND SPINNING MILLS INDIA Private Limited;SASI ANAND SPINNING MILLS INDIA PRIVATELIMITED,
SASKEN TECHNOLOGIES LIMITED,L72100KA1989PLC014226,SASKEN COMMUNICATION TECHNOLOGIES LIMITED;SASKEN COMMUNICATION TECHNOLOGIESLIMITED;SILICON AUTOMATION SYSTEMS LIMITED,
SASKEN NETWORK ENGINEERING LIMITED,U64202KA2004PLC034773,Sasken Network Engineering Limited,
SASMOS HET TECHNOLOGIES LIMITED,U72900KA2007PLC044415,SASMOS EMPOWERING SOLUTIONS PRIVATE LIMITED;SASMOS HET TECHNOLOGIES PRIVATE LIMITED,
EWART INVESTMENTS LIMITED,U74999MH1922PLC001030,SASSON J DEVID AND COMPANY LIMITED,
SATAKE INDIA ENGINEERING PRIVATE LIMITED.,U74991DL2006PTC148592,SATAKE INDIA ENGINEERING PRIVATELIMITED.,
DCPLAY DISTRIBUTION PRIVATE LIMITED,U74999DL2017PTC325439,SATCAB SUBSCRIBER SERVICES PRIVATE LIMITED;SATCAB SUBSCRIBER SERVICES PRIVATELIMITED,
SATEC ENVIR ENGINEERING (INDIA) PRIVATE LIMITED,U29197MH1991PTC064661,SATEC ENVIR ENGINEERING (INDIA) PRIVATELIMITED;SATEC ENVIR ENGINEERING INDIA PRIVATE LIMITED,
ACTEON INDIA PRIVATE LIMITED,U33130GJ1999PTC035269,SATELEC (INDIA) PRIVATE LIMITED,
